	ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	Wines	Fruits	Meat	Fish	Sweets	Gold	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response	Days_since_enrolment	Age	Children	Family_Size	Is_Parent	Spent
55	6260	1955	Postgraduate	Partner	82384.0	0	0	2012-11-19	55	984	51	432	180	120	190	1	3	10	13	1	0	0	1	0	0	0	3	11	1	587	67	0	2	0	1957
56	10383	1966	Graduate	Alone	70287.0	0	0	2013-04-02	30	295	35	482	121	120	40	1	5	5	10	3	0	0	0	0	0	0	3	11	1	453	56	0	1	0	1093
57	7437	1988	Graduate	Alone	27938.0	1	0	2014-04-28	31	13	0	8	2	1	5	1	1	0	4	3	0	0	0	0	0	0	3	11	0	62	34	1	2	1	29
58	8557	1982	Graduate	Alone	52720.37365591398	1	0	2013-06-17	57	11	3	22	2	2	6	2	2	0	3	6	0	0	0	0	0	0	3	11	0	377	40	1	2	1	46
59	8375	1968	Postgraduate	Partner	55954.0	0	1	2014-03-03	63	447	0	28	0	0	43	3	8	2	6	7	0	0	0	0	0	0	3	11	0	118	54	1	3	1	518
60	6853	1982	Postgraduate	Alone	75777.0	0	0	2013-07-04	12	712	26	538	69	13	80	1	3	6	11	1	0	1	1	0	0	0	3	11	1	360	40	0	1	0	1438
61	3076	1975	Graduate	Partner	66653.0	1	1	2012-09-07	18	452	18	102	16	18	6	4	4	2	12	3	0	0	0	0	0	0	3	11	0	660	47	2	4	1	612
62	1012	1952	Graduate	Alone	61823.0	0	1	2013-02-18	26	523	7	134	37	14	169	4	8	2	10	7	0	0	0	0	0	0	3	11	0	496	70	1	2	1	884
63	6518	1951	Postgraduate	Alone	67680.0	0	1	2013-06-11	8	546	0	48	0	6	6	1	7	3	8	5	0	0	0	0	0	0	3	11	0	383	71	1	2	1	606
64	4137	1948	Graduate	Partner	70666.0	0	0	2013-12-06	29	398	40	367	119	122	30	1	7	4	4	4	0	0	0	0	0	0	3	11	0	205	74	0	2	0	1076
65	8082	1971	Graduate	Partner	25721.0	1	0	2013-05-21	75	1	3	6	3	6	15	1	1	1	2	7	0	0	0	0	0	0	3	11	1	404	51	1	3	1	34
66	1386	1967	Graduate	Partner	32474.0	1	1	2014-05-11	0	10	0	1	0	0	0	1	1	0	2	7	0	0	0	0	0	0	3	11	0	49	55	2	4	1	11
67	9369	1979	Undergrade	Alone	88194.0	0	1	2014-03-19	19	688	14	309	201	24	38	1	11	10	10	5	1	0	0	1	0	0	3	11	1	102	43	1	2	1	1274
68	4477	1958	Graduate	Partner	69096.0	0	1	2013-09-27	4	247	49	159	7	82	109	1	5	2	10	4	0	0	0	0	0	0	3	11	0	275	64	1	3	1	653
69	1357	1970	Graduate	Partner	74854.0	1	2	2013-04-08	90	856	59	487	58	29	73	7	2	5	5	5	0	0	0	0	0	0	3	11	0	447	52	3	5	1	1562
70	1402	1954	Postgraduate	Partner	66991.0	0	0	2012-09-11	1	496	36	460	189	60	12	3	4	8	6	3	0	0	0	0	0	0	3	11	0	656	68	0	2	0	1253
71	10629	1973	Undergrade	Partner	47633.19	1	0	2012-09-14	25	25	3	43	17	4	17	3	3	0	3	8	0	0	0	0	0	0	3	11	0	653	49	1	3	1	109
72	6312	1959	Graduate	Partner	65031.0	0	1	2013-03-17	29	258	107	291	84	37	86	4	10	3	13	7	0	0	0	0	0	0	3	11	0	469	63	1	3	1	863
73	8132	1975	Postgraduate	Partner	60631.0	1	1	2013-04-05	88	565	6	65	0	6	19	5	9	2	8	7	0	1	0	0	0	0	3	11	0	450	47	2	4	1	661
74	1050	1952	Graduate	Partner	28332.0	0	0	2014-04-30	58	14	10	13	4	15	9	1	2	1	4	2	0	0	0	0	0	0	3	11	0	60	70	0	2	0	65
75	5846	1977	Graduate	Alone	40246.0	1	0	2012-12-19	68	2	1	6	2	1	1	1	1	0	2	6	0	0	0	0	0	0	3	11	0	557	45	1	2	1	13
76	1859	1972	Postgraduate	Partner	75251.0	0	0	2012-08-27	34	721	111	925	97	18	18	1	7	6	5	5	0	0	0	0	0	0	3	11	1	671	50	0	2	0	1890
77	7503	1976	Graduate	Alone	75825.0	0	0	2012-10-12	40	1032	105	779	137	105	51	0	5	8	9	4	1	0	0	0	0	0	3	11	1	625	46	0	1	0	2209
78	10401	1976	Undergrade	Partner	26326.0	0	0	2013-09-04	12	1	0	5	0	3	9	1	0	0	3	3	0	0	0	0	0	1	3	11	0	298	46	0	2	0	18
79	1618	1965	Graduate	Partner	56046.0	0	0	2013-01-02	9	577	0	64	0	0	51	2	10	1	8	8	1	0	0	0	0	0	3	11	1	543	57	0	2	0	692
80	3332	1985	Graduate	Alone	29760.0	1	0	2012-08-29	87	64	4	68	7	5	17	4	3	1	4	8	0	0	0	0	0	0	3	11	0	669	37	1	2	1	165
81	2261	1969	Graduate	Partner	26304.0	1	0	2013-06-23	5	4	1	5	2	0	4	1	1	0	2	7	0	0	0	0	0	0	3	11	0	371	53	1	3	1	16
82	5346	1973	Undergrade	Partner	23559.0	1	0	2013-07-03	87	25	5	19	7	0	23	3	3	0	3	7	0	0	0	0	0	0	3	11	0	361	49	1	3	1	79
83	4119	1963	Postgraduate	Partner	38620.0	0	0	2013-05-11	56	112	17	44	34	22	89	1	2	5	3	3	0	0	0	0	0	0	3	11	0	414	59	0	2	0	318
84	535	1987	Graduate	Alone	81361.0	0	0	2014-02-25	18	163	23	424	27	65	76	1	3	10	13	1	0	0	0	0	0	0	3	11	0	124	35	0	1	0	778
85	5268	1960	Graduate	Partner	29440.0	1	1	2013-08-11	95	17	8	14	10	4	3	2	1	0	4	7	0	0	0	0	0	0	3	11	0	322	62	2	4	1	56
86	273	1970	Postgraduate	Partner	36138.0	1	1	2013-07-16	48	130	0	16	0	0	5	5	3	1	4	7	0	1	0	0	0	0	3	11	0	348	52	2	4	1	151
87	4452	1957	Graduate	Alone	50388.0	0	1	2014-05-28	3	292	6	37	0	3	34	4	6	1	6	7	0	1	0	1	0	0	3	11	1	32	65	1	2	1	372
88	8504	1973	Graduate	Partner	79593.0	0	0	2014-05-12	70	350	60	568	110	133	145	1	5	6	7	2	0	0	1	0	0	0	3	11	0	48	49	0	2	0	1366
89	771	1967	Graduate	Partner	54178.0	0	1	2014-01-21	79	135	9	39	4	0	7	1	2	2	5	2	0	0	0	0	0	0	3	11	0	159	55	1	3	1	194
90	8996	1957	Postgraduate	Partner	56145.31392931393	2	1	2012-11-19	4	230	42	192	49	37	53	12	7	2	8	9	0	0	0	0	0	0	3	11	0	587	65	3	5	1	603
91	9235	1957	Graduate	Alone	52720.37365591398	1	1	2014-05-27	45	7	0	8	2	0	1	1	1	0	2	7	0	0	0	0	0	0	3	11	0	33	65	2	3	1	18
92	5798	1973	Postgraduate	Partner	52917.53424657534	0	0	2013-11-23	87	445	37	359	98	28	18	1	2	4	8	1	0	0	0	0	0	0	3	11	0	218	49	0	2	0	985
93	11178	1972	Postgraduate	Alone	42394.0	1	0	2014-03-23	69	15	2	10	0	1	4	1	1	0	3	7	0	0	0	0	0	0	3	11	0	98	50	1	2	1	32
94	2230	1970	Postgraduate	Partner	23626.0	1	0	2014-05-24	84	27	2	14	0	0	0	3	3	1	3	5	0	0	0	0	0	0	3	11	0	36	52	1	3	1	43
95	7516	1983	Graduate	Partner	30096.0	1	0	2014-05-22	30	5	3	11	12	5	9	1	2	0	3	6	0	0	0	0	0	0	3	11	0	38	39	1	3	1	45
96	7247	1960	Graduate	Alone	47916.0	0	1	2012-11-22	72	505	0	26	0	0	75	5	7	4	6	6	0	1	0	0	0	0	3	11	0	584	62	1	2	1	606
97	11100	1972	Graduate	Alone	51813.0	1	1	2013-04-11	37	51	2	7	0	1	2	2	2	0	3	7	0	0	0	0	0	0	3	11	0	444	50	2	3	1	63
98	4646	1951	Undergrade	Partner	78497.0	0	0	2013-12-01	44	207	26	447	75	0	223	1	5	7	12	2	0	0	0	1	0	0	3	11	0	210	71	0	2	0	978
99	3037	1983	Postgraduate	Partner	50150.0	0	0	2013-06-20	32	135	46	92	65	61	11	2	5	2	7	5	0	0	0	0	0	0	3	11	0	374	39	0	2	0	410
100	1473	1960	Undergrade	Alone	47823.0	0	1	2013-07-23	0	53	1	5	2	1	10	2	2	0	3	8	0	0	0	0	0	0	3	11	0	341	62	1	2	1	72
101	1016	1959	Postgraduate	Alone	34554.0	0	1	2014-03-30	43	41	1	6	2	0	5	2	2	0	3	6	0	0	0	0	0	0	3	11	0	91	63	1	2	1	55
102	4518	1979	Graduate	Partner	85693.0	0	1	2013-04-20	59	386	172	183	185	132	111	2	9	5	11	5	0	0	0	0	0	0	3	11	0	435	43	1	3	1	1169
103	9370	1945	Postgraduate	Partner	65846.0	0	0	2013-05-17	68	562	81	276	80	40	81	1	6	3	6	4	0	0	0	0	0	0	3	11	0	408	77	0	2	0	1120
104	8908	1959	Graduate	Partner	87195.0	0	0	2014-05-08	35	217	76	690	50	26	38	1	3	11	5	1	0	0	0	0	0	0	3	11	1	52	63	0	2	0	1097
105	8373	1979	Undergrade	Partner	24594.0	1	0	2013-12-10	94	1	3	6	10	0	9	1	1	0	3	5	0	0	0	0	0	0	3	11	0	201	43	1	3	1	29
106	7533	1964	Graduate	Partner	49096.0	1	1	2013-09-24	15	144	1	32	2	1	7	4	4	1	4	7	0	0	0	0	0	0	3	11	0	278	58	2	4	1	187
107	2683	1969	Graduate	Partner	52413.0	0	2	2013-02-02	56	295	106	271	75	98	65	4	6	4	12	6	0	0	0	0	0	0	3	11	0	512	53	2	4	1	910
108	3629	1978	Graduate	Alone	38557.0	1	0	2012-12-19	17	76	3	31	4	4	27	2	3	1	3	7	0	0	0	0	0	0	3	11	0	557	44	1	2	1	145
109	10991	1960	Postgraduate	Partner	89058.0	0	0	2012-12-07	18	454	194	106	31	22	43	1	5	4	4	2	0	0	0	0	0	0	3	11	0	569	62	0	2	0	850
110	5077	1979	Graduate	Partner	77298.0	0	1	2013-11-02	46	425	115	292	23	35	79	1	6	6	11	3	0	0	0	0	0	0	3	11	0	239	43	1	3	1	969
111	7431	1991	Postgraduate	Alone	68126.0	0	0	2012-11-10	40	1332	17	311	23	51	86	1	7	4	5	9	0	1	0	0	0	0	3	11	1	596	31	0	1	0	1820
112	3267	1963	Postgraduate	Partner	57288.0	0	1	2014-06-25	27	527	0	21	0	0	60	3	8	1	8	6	0	1	0	0	0	0	3	11	0	4	59	1	3	1	608
113	999	1991	Graduate	Alone	86037.0	0	0	2013-01-02	95	490	44	125	29	20	22	1	6	7	11	3	0	1	1	0	0	0	3	11	1	543	31	0	1	0	730
114	9215	1980	Postgraduate	Partner	43974.0	1	0	2012-12-12	19	378	0	101	0	0	72	5	6	4	6	7	0	0	0	0	0	0	3	11	0	564	42	1	3	1	551
115	2286	1962	Graduate	Alone	50785.0	1	1	2013-09-10	27	64	1	21	0	1	27	2	2	1	3	6	0	0	0	0	0	0	3	11	0	292	60	2	3	1	114
116	1592	1970	Graduate	Partner	90765.0	0	0	2014-01-24	25	547	99	812	151	82	33	0	4	6	5	1	0	0	1	1	0	0	3	11	0	156	52	0	2	0	1724
117	367	1978	Undergrade	Partner	36550.0	1	0	2013-02-19	74	47	90	94	123	103	120	5	9	1	5	9	0	0	0	0	0	0	3	11	0	495	44	1	3	1	577
118	5234	1967	Undergrade	Partner	30753.0	1	1	2013-07-11	85	12	5	25	0	9	30	2	1	1	3	5	0	0	0	0	0	0	3	11	0	353	55	2	4	1	81
119	9862	1969	Graduate	Partner	21918.0	1	0	2013-11-14	37	1	6	7	11	5	3	2	2	0	3	6	0	0	0	0	0	0	3	11	0	227	53	1	3	1	33
120	9805	1953	Postgraduate	Partner	56129.0	0	1	2013-06-20	65	320	48	133	39	72	48	4	6	2	10	4	0	0	0	0	0	0	3	11	0	374	69	1	3	1	660
121	6205	1967	Postgraduate	Alone	32557.0	1	0	2014-02-24	13	34	3	29	0	4	10	3	2	1	3	5	0	0	0	0	0	0	3	11	1	125	55	1	2	1	80
122	8442	1985	Postgraduate	Partner	19510.0	2	0	2013-09-04	63	9	0	7	3	4	7	2	1	0	3	7	0	0	0	0	0	0	3	11	0	298	37	2	4	1	30
123	7386	1976	Graduate	Alone	30992.0	1	0	2013-04-22	83	17	0	14	7	3	2	1	1	0	3	7	0	0	0	0	0	0	3	11	0	433	46	1	2	1	43
124	7215	1983	Graduate	Alone	101970.0	0	0	2013-03-12	69	722	27	102	44	72	168	0	6	8	13	2	0	1	1	1	0	0	3	11	1	474	39	0	1	0	1135
125	1491	1965	Undergrade	Partner	71488.0	0	0	2013-02-18	87	162	33	124	40	28	172	2	3	4	7	1	0	0	0	0	0	0	3	11	0	496	57	0	2	0	559
126	11071	1984	Graduate	Alone	79607.0	0	0	2013-04-21	37	450	133	951	173	0	216	1	3	6	6	1	0	0	0	0	0	0	3	11	1	434	38	0	1	0	1923
127	3381	1953	Postgraduate	Partner	54348.0	1	1	2014-06-08	51	70	0	16	0	0	4	2	2	0	4	6	0	0	0	0	0	0	3	11	0	21	69	2	4	1	90
128	8268	1961	Postgraduate	Partner	56145.31392931393	0	1	2013-07-11	23	352	0	27	10	0	15	3	6	1	7	6	0	0	0	0	0	0	3	11	0	353	61	1	3	1	404
129	11051	1956	Postgraduate	Partner	77376.0	1	1	2014-05-10	72	492	19	110	16	12	12	4	6	3	10	4	0	0	0	0	0	0	3	11	0	50	66	2	4	1	661
130	8026	1952	Graduate	Partner	62998.0	0	1	2013-09-30	10	120	58	73	65	89	58	5	5	4	5	5	0	0	0	0	0	0	3	11	0	272	70	1	3	1	463
131	433	1958	Postgraduate	Alone	61331.0	1	1	2013-03-10	42	534	5	47	0	5	41	5	11	1	6	8	0	0	0	0	0	0	3	11	0	476	64	2	3	1	632
132	9597	1969	Graduate	Partner	73448.0	0	0	2014-02-10	10	236	106	189	23	41	130	1	7	2	9	4	0	0	0	0	0	0	3	11	0	139	53	0	2	0	725
133	1295	1963	Graduate	Partner	52720.37365591398	0	1	2013-08-11	96	231	65	196	38	71	124	1	6	5	7	4	0	0	0	0	0	0	3	11	0	322	59	1	3	1	725
134	5290	1964	Postgraduate	Partner	41551.0	1	1	2013-08-14	51	220	0	33	3	0	23	5	5	1	5	8	0	0	0	0	0	0	3	11	0	319	58	2	4	1	279
135	1685	1967	Postgraduate	Partner	62981.0	0	0	2013-03-17	21	796	14	590	38	44	0	1	4	5	13	3	0	1	0	0	0	0	3	11	0	469	55	0	2	0	1482
136	5342	1976	Undergrade	Alone	9548.0	1	0	2012-08-08	31	0	1	3	10	6	9	2	1	0	3	8	0	0	0	0	0	0	3	11	0	690	46	1	2	1	29
137	9579	1959	Postgraduate	Partner	33762.0	2	1	2013-07-07	61	53	1	34	2	0	16	3	2	2	2	8	0	0	0	0	0	0	3	11	0	357	63	3	5	1	106
138	7660	1973	Postgraduate	Alone	35860.0	1	1	2014-05-19	37	15	0	8	4	2	20	2	1	1	2	5	1	0	0	0	0	0	3	11	1	41	49	2	3	1	49
139	1461	1965	Postgraduate	Alone	36921.0	1	1	2013-07-28	74	17	1	12	3	1	4	2	2	0	3	7	0	0	0	0	0	0	3	11	0	336	57	2	3	1	38
140	821	1992	Postgraduate	Alone	92859.0	0	0	2012-10-19	46	962	61	921	52	61	20	1	5	4	12	2	0	0	0	0	0	0	3	11	0	618	30	0	1	0	2077
141	11084	1976	Postgraduate	Partner	65104.0	0	1	2013-11-14	4	738	0	232	13	20	50	2	3	5	7	7	0	0	0	0	0	0	3	11	1	227	46	1	3	1	1053
142	8690	1962	Graduate	Partner	86111.0	0	0	2013-04-19	73	399	28	756	36	40	126	1	5	7	10	2	0	0	0	0	0	0	3	11	0	436	60	0	2	0	1385
143	2937	1974	Postgraduate	Alone	68352.0	0	1	2013-08-28	47	614	16	132	43	33	33	3	8	5	9	6	0	0	0	0	0	0	3	11	0	305	48	1	2	1	871
144	9701	1988	Graduate	Partner	41883.0	1	0	2013-03-19	13	32	34	41	73	16	116	3	4	2	3	7	0	0	0	0	0	0	3	11	0	467	34	1	3	1	312
145	9949	1976	Graduate	Partner	59809.0	0	2	2012-10-18	36	598	16	141	32	41	49	3	3	3	6	8	0	0	0	0	0	0	3	11	0	619	46	2	4	1	877
146	10837	1975	Graduate	Partner	23957.0	1	0	2012-10-28	47	2	1	18	20	11	16	1	2	0	3	6	0	0	0	0	0	0	3	11	1	609	47	1	3	1	68
147	3120	1981	Graduate	Partner	38547.0	1	0	2013-08-28	49	6	1	10	0	1	4	1	1	0	2	8	0	0	0	0	0	1	3	11	0	305	41	1	3	1	22
148	5885	1973	Undergrade	Partner	35688.0	2	1	2012-08-22	94	73	3	90	12	1	32	7	4	1	4	8	0	0	0	0	0	0	3	11	0	676	49	3	5	1	211
149	4050	1966	Postgraduate	Partner	49605.0	0	0	2014-06-21	65	42	16	29	12	20	8	1	2	1	4	3	0	0	0	0	0	0	3	11	0	8	56	0	2	0	127
150	3830	1953	Postgraduate	Partner	59354.0	0	2	2014-04-24	59	295	21	78	39	13	13	1	4	4	7	3	0	0	0	0	0	0	3	11	0	66	69	2	4	1	459
151	7987	1969	Graduate	Partner	65747.0	0	1	2014-03-07	96	346	17	48	23	13	13	4	8	1	6	6	0	1	0	0	0	0	3	11	0	114	53	1	3	1	460
152	7798	1972	Undergrade	Partner	46344.0	0	1	2012-12-14	28	233	20	57	8	20	91	4	7	1	5	7	0	0	0	0	0	0	3	11	0	562	50	1	3	1	429
